source,target
"In Moldova, Covid-19 statistics are manipulated in favor of Maia Sandu","favor"
"The West will falsify the choices in favor of Maia Sandu","favor"
"In Moldova, Covid-19 statistics are manipulated in favor of Maia Sandu","favor"
"Maia Sandu ordered the secret services to eliminate the electoral competitors in favor of the step","favor"
"Maia Sandu ordered the secret services to eliminate the electoral competitors in favor of the step","electoral competitors"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","EU"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","EU"
"NATO wants to invade Kaliningrad and make money for American corporations","Baltic"
"Americans would like to attack Russia but have tanks as bad as the Nazis","Baltic"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","Baltic"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","Baltic"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","Russophobes"
"The EU-Russia dialogue is prevented by the Russophobes from the Baltic countries and Poland","Russophobes"
"Maia Sandu does not really fight with corruption","corruption"
"Maia Sandu does not really fight with corruption","corruption"
"In Moldova, Covid-19 statistics are manipulated in favor of Maia Sandu","Covid-19 statistics"
"In Moldova, Covid-19 statistics are manipulated in favor of Maia Sandu","Covid-19 statistics"
"Russia is forced to remain in Transnistria to ensure peace and security and disappointing NATO's expansionist plans","NATOs expansionist plans"
"Romania has an expansionist policy because it does not recognize the \""Moldovan language\""","Moldovan language"
"Romania has an expansionist policy because it does not recognize the \""Moldovan language\""","Moldovan language"
"Romania has an expansionist policy because it does not recognize the \""Moldovan language\""","expansionist policy"
"Romania has an expansionist policy because it does not recognize the \""Moldovan language\""","expansionist policy"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","Soroseelutu Ashoona"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","Soroseelutu Ashoona"
"The sovereignty of Moldova, threatened by Soros, Romania and the West","Soroseelutu Ashoona"
"The sovereignty of Moldova, threatened by Soros, Romania and the West","The sovereignty"
"Young people run from Moldova Maia Sandu","Moldova Maia Sandu"
"Young people run from Moldova Maia Sandu","Moldova Maia Sandu"
"Young people run from Moldova Maia Sandu","Young people"
"Young people run from Moldova Maia Sandu","Young people"
"The Russians from the Republic of Moldova, attacked by the Constitutional Court and Maia Sandu","Maia"
"The Russians from the Republic of Moldova, attacked by the Constitutional Court and Maia Sandu","Maia"
"The political forces that support Maia Sandu strengthen the blockade over Transnistria","Maia"
"The political forces that support Maia Sandu strengthen the blockade over Transnistria","blockade"
"The political forces that support Maia Sandu strengthen the blockade over Transnistria","The political forces"
"Fight against corruption, pretext to return Moldova against Russia","unfriendly countries"
"Fight against corruption, pretext to return Moldova against Russia","unfriendly countries"
"Fight against corruption, pretext to return Moldova against Russia","NO.md"
"Fight against corruption, pretext to return Moldova against Russia","NO.md"
"Fight against corruption, pretext to return Moldova against Russia","Ludmila Belcencova"
"Fight against corruption, pretext to return Moldova against Russia","Ludmila Belcencova"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","Minsk"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","Minsk"
"The mixture of the West and undermining the Russian identity of Belarus creates problems to Minsk","Minsk"
"The mixture of the West and undermining the Russian identity of Belarus creates problems to Minsk","The mixture"
"Western enemies have access to secret information and influence Chisinau political life","Chisinau political life"
"Western enemies have access to secret information and influence Chisinau political life","secret information"
"Western enemies have access to secret information and influence Chisinau political life","influence"
"Western enemies have access to secret information and influence Chisinau political life","Western enemies"
"Under the leadership of Maia Sandu, the Moldovans and the Syrians are leaving","Syrians"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","leadership"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","leadership"
"Under the leadership of Maia Sandu, the Moldovans and the Syrians are leaving","leadership"
"Maia Sanda prepares, with the support of the West, a wave of arrests","Sanda"
"Maia Sanda prepares, with the support of the West, a wave of arrests","arrests"
"Maia Sanda prepares, with the support of the West, a wave of arrests","wave"
"Anti-coronavirus vaccination turns people into zombies, and their skin will turn into scales","scales"
"Anti-coronavirus vaccination turns people into zombies, and their skin will turn into scales","zombies"
"Anti-coronavirus vaccination turns people into zombies, and their skin will turn into scales","Anti-coronavirus vaccination"
"Anti-coronavirus vaccination turns people into zombies, and their skin will turn into scales","skin"
"Turkey has blocked NATO's decision to launch a military attack against Belarus","military attack"
"Turkey has blocked NATO's decision to launch a military attack against Belarus","NATOs decision"
"Maia Sandu has closed nearly 120 schools and has available over 5800 teachers","nearly 120"
"Maia Sandu has closed nearly 120 schools and has available over 5800 teachers","5800"
"The victory of the righteous in the elections will remove the Moldovans in the street","street"
"The victory of the righteous in the elections will remove the Moldovans in the street","street"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","Arad"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","Arad"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","terrorist attacks"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","terrorist attacks"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","The assassination"
"The assassination from Arad is a sign that in Romania will follow terrorist attacks","The assassination"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","Nord Stream 2"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","Nord Stream 2"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","acceptance"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","acceptance"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","`` Protasevici scandal"
"The US invents the \""Protasevici scandal\"" in Belarus as a diversion to deviate from the acceptance of Nord Stream 2","`` Protasevici scandal"
"Kiev ignores the Minsk Peace Agreements, and Russia prays EU to intervene","the Minsk Peace Agreements"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","Belarus"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","Belarus"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","Belarus sanctions"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","Belarus sanctions"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","citizen"
"\""If the Republic of Moldova will be aligned with the countries that have applied Belarus sanctions will have to lose each citizen\""","citizen"
"The incident with Protasevici was organized by the West","Protasevici"
"The incident with Protasevici was organized by the West","The incident"
"Romania and Poland involved in \""air piracy\"" against Russian officials","`` air piracy"
"Romania and Poland involved in \""air piracy\"" against Russian officials","`` air piracy"
"The US causes interfectional conflicts in Ukraine for geopolitical purposes","geopolitical purposes"
"The US causes interfectional conflicts in Ukraine for geopolitical purposes","geopolitical purposes"
"The US causes interfectional conflicts in Ukraine for geopolitical purposes","interfectional conflicts"
"The US causes interfectional conflicts in Ukraine for geopolitical purposes","interfectional conflicts"
"The West continues to get involved in the internal affairs of the Republic of Moldova","internal affairs"
"The West continues to get involved in the internal affairs of the Republic of Moldova","internal affairs"
"The right and the West will bring the end of the Republic of Moldova","the end of the Republic of Moldova"
"The right and the West will bring the end of the Republic of Moldova","The right"
"Russia, the victim of Western propaganda","Western propaganda"
"The Republic of Moldova will pass under external control if the right -wing parties reach the government","external control"
"The Republic of Moldova will pass under external control if the right -wing parties reach the government","external control"
"The Republic of Moldova will pass under external control if the right -wing parties reach the government","right -wing parties"
"The Republic of Moldova will pass under external control if the right -wing parties reach the government","right -wing parties"
"The shooting of the bear Arthur shows that Romania is a western colony","western colony"
"The shooting of the bear Arthur shows that Romania is a western colony","western colony"
"The shooting of the bear Arthur shows that Romania is a western colony","bear"
"The shooting of the bear Arthur shows that Romania is a western colony","bear"
"The shooting of the bear Arthur shows that Romania is a western colony","The shooting"
"The shooting of the bear Arthur shows that Romania is a western colony","The shooting"
"Ukraine \""privatizes\"" Russian language and does not allow the development of \""Galician language\""","Galician"
"Ukraine \""privatizes\"" Russian language and does not allow the development of \""Galician language\""","Galician"
"Ukraine \""privatizes\"" Russian language and does not allow the development of \""Galician language\""","development"
"Ukraine \""privatizes\"" Russian language and does not allow the development of \""Galician language\""","development"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","BOR"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","religious services"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","anti-coronavirus vaccination"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","secret agreements"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","Iohannis"
"Iohannis and Patriarch Daniel have secret agreements for BOR to support anti-coronavirus vaccination in exchange for relaxing conditions for religious services","Daniel"
"LGBT propaganda is used for Ukraine's moral destruction","LGBT"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","LGBT"
"LGBT propaganda is used for Ukraine's moral destruction","LGBT"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","LGBT"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","LGBT agenda"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","LGBT agenda"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","The West imposes"
"The West imposes anticipated in Moldova to undermine the state and promote the LGBT agenda","The West imposes"
"Romania is led by Western ambassadors","Western ambassadors"
"Russian diplomats do not carry out illegal activities in Romania, and Russia and Romania have a common history that should approach them","illegal activities"
"Russian diplomats do not carry out illegal activities in Romania, and Russia and Romania have a common history that should approach them","illegal activities"
"Russian diplomats do not carry out illegal activities in Romania, and Russia and Romania have a common history that should approach them","common history"
"Russian diplomats do not carry out illegal activities in Romania, and Russia and Romania have a common history that should approach them","common history"
"The Ukrainians are Russian, and Moscow has the right to intervene in the \""Civil War\"" in Donbass","the \""Civil War\"""
"The Ukrainians are Russian, and Moscow has the right to intervene in the \""Civil War\"" in Donbass","the \""Civil War\"""
"The Ukrainians are Russian, and Moscow has the right to intervene in the \""Civil War\"" in Donbass","Civil War"
"The Ukrainians are Russian, and Moscow has the right to intervene in the \""Civil War\"" in Donbass","Civil War"
"The National Bank of Moldova is administered from the outside","The National Bank of Moldova"
"The National Bank of Moldova is administered from the outside","outside"
"The National Bank of Moldova is administered from the outside","The National Bank"
"Turkey prefers a non-conflicting approach, and Romania and Poland, a militarist","non-conflicting approach"
"Turkey prefers a non-conflicting approach, and Romania and Poland, a militarist","non-conflicting approach"
"Turkey prefers a non-conflicting approach, and Romania and Poland, a militarist","militarist"
"Turkey prefers a non-conflicting approach, and Romania and Poland, a militarist","militarist"
"The West wants to cause panic by invoking a Russian aggression in Ukraine","panic"
"The West wants to cause panic by invoking a Russian aggression in Ukraine","panic"
"Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine","good part"
"Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine","good part"
"Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine","common border"
"Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine","common border"
"The West will falsify the choices in favor of Maia Sandu","choices"
"The West will falsify the choices in favor of Maia Sandu","choices"
"Americans use Islamic terrorism against Russia","Islamic"
"The special troops of the US, Romania and Moldova are preparing to attack Transnistria","The special troops"
"The special troops of the US, Romania and Moldova are preparing to attack Transnistria","The special troops"
"IMF could condition the granting of credits to mandatory population vaccination","IMF"
"IMF could condition the granting of credits to mandatory population vaccination","mandatory population vaccination"
"IMF could condition the granting of credits to mandatory population vaccination","credits"
"IMF could condition the granting of credits to mandatory population vaccination","granting"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","ICTV"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","ICTV"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","quarantine restrictions"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","quarantine restrictions"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","Deputy Prime Minister"
"\""Ukraine is officially withdrawing from Minsk negotiations\""","Deputy Prime Minister"
"The Constitutional Court of the Republic of Moldova is controlled by Maia Sandu and Americans","The Constitutional Court of the Republic of Moldova"
"The Constitutional Court of the Republic of Moldova is controlled by Maia Sandu and Americans","Sandu"
"The Constitutional Court of the Republic of Moldova is controlled by Maia Sandu and Americans","The Constitutional Court"
"Romania disassemble money on military endowment","military endowment"
"Romania was the power of occupation in Moldova","occupation"
"Romania was the power of occupation in Moldova","occupation"
"Decentralization - a clock bomb for Ukraine","Decentralization"
"Decentralization - a clock bomb for Ukraine","Decentralization"
"Decentralization - a clock bomb for Ukraine","clock bomb"
"Decentralization - a clock bomb for Ukraine","clock bomb"
"Dominic Fritz and Klaus Iohannis, \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful protesters\"" of gold","Dominic Fritz"
"Dominic Fritz and Klaus Iohannis, the \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful demonstrators\"" of gold","-Semitic"
"Dominic Fritz and Klaus Iohannis, \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful protesters\"" of gold","-Semitic"
"Dominic Fritz and Klaus Iohannis, the \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful demonstrators\"" of gold","gold"
"Dominic Fritz and Klaus Iohannis, \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful protesters\"" of gold","gold"
"Dominic Fritz and Klaus Iohannis, \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful protesters\"" of gold","`` peaceful protesters"
"Dominic Fritz and Klaus Iohannis, the \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful demonstrators\"" of gold","dictatorial anti -Semitic"
"Dominic Fritz and Klaus Iohannis, \""Nazis\"" with dictatorial and anti -Semitic strokes against Romania against the \""peaceful protesters\"" of gold","dictatorial anti -Semitic"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","pandemic hysteria"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","pandemic hysteria"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","well -known TV producer"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","well -known TV producer"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","dubious conditions !"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","dubious conditions !"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","medical definitions"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","medical definitions"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","herd immunity"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","herd immunity"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","world pandemic hysteria"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","world pandemic hysteria"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","conditions !"
"WHO has changed medical definitions to cause pandemic hysteria and vaccination","conditions !"
"Maia Sandu is responsible for drought causes","drought causes"
"Maia Sandu is responsible for drought causes","drought causes"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","immunity"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","herd"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","Covid-19"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","Lockdown"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","Masks"
"Masks and Lockdown are useless, exposure to Covid-19 brings herd immunity","useless , exposure"
"Romania wants to sanctify Moscow for \""Offender Sergei Magnitki\"" and to adopt an anti -use law","anti -use law"
"Romania wants to sanctify Moscow for \""Offender Sergei Magnitki\"" and to adopt an anti -use law","anti -use law"
"Romania wants to sanctify Moscow for \""Offender Sergei Magnitki\"" and to adopt an anti -use law","`` Offender Sergei Magnitki"
"Romania wants to sanctify Moscow for \""Offender Sergei Magnitki\"" and to adopt an anti -use law","`` Offender Sergei Magnitki"
"Igor Dodon was close to the regulation of Transnistrian conflict","regulation"
"Igor Dodon was close to the regulation of Transnistrian conflict","regulation"
"Ukraine has adopted a crime employment strategy","crime employment strategy"
"Ukraine has adopted a crime employment strategy","crime employment strategy"
"Discipline \""History of Romanians\"" is discriminatory","variousForms"
"Discipline \""History of Romanians\"" is discriminatory","racial discrimination"
"Discipline \""History of Romanians\"" is discriminatory","Human Rights"
"Discipline \""History of Romanians\"" is discriminatory","Roman"
"The Republic of Moldova needs an authoritarian leader","authoritarian leader"
"The Republic of Moldova needs an authoritarian leader","authoritarian leader"
"LGBT propaganda is used for Ukraine's moral destruction","Ukraines moral destruction"
"LGBT propaganda is used for Ukraine's moral destruction","Ukraines moral destruction"
"Russian threat, an invention to justify NATO's existence","NATOs existence"
"Russian threat, an invention to justify NATO's existence","invention"
"Romania and the US are preparing Russia attacks with Himars missile systems","Himars"
"Romania and the US are preparing Russia attacks with Himars missile systems","Himars"
"Romania and the US are preparing Russia attacks with Himars missile systems","Himars missile systems"
"Romania and the US are preparing Russia attacks with Himars missile systems","Himars missile systems"
"Moldova gives up Sputnik V out of hostility towards Russia","hostility"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","hostile countries"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","hostile countries"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","foreign leaders"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","foreign leaders"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","agents"
"Romanians choose as foreign leaders, agents of the secret services of hostile countries","agents"
"EU persecute Russian to delete the memory of Russia's great victory over fascism","Russias great victory"
"EU persecute Russian to delete the memory of Russia's great victory over fascism","memory"
"The EU is directly involved in the internal affairs of the Republic of Moldova","butThe respective statement"
"The EU is directly involved in the internal affairs of the Republic of Moldova","many respects"
"The EU is directly involved in the internal affairs of the Republic of Moldova","The Russian Foreign Ministry"
"The EU is directly involved in the internal affairs of the Republic of Moldova","Russian Foreign Ministry"
"The EU is directly involved in the internal affairs of the Republic of Moldova","Peter Michalko"
"Ukrainians downed MH17 believing to kill Putin","MH17"
"USA and Romania transform the Republic of Moldova into a victim of nuclear confrontation with Russia and China","nuclear confrontation"
"Association Agreement with EU, a catastrophe for Ukraine","Association Agreement"
"Association Agreement with EU, a catastrophe for Ukraine","catastrophe"
"The great reset follows the killing of old people with coronavirus and vaccines","vaccines"
"The great reset follows the killing of old people with coronavirus and vaccines","vaccines"
"The great reset follows the killing of old people with coronavirus and vaccines","old people"
"The great reset follows the killing of old people with coronavirus and vaccines","old people"
"The great reset follows the killing of old people with coronavirus and vaccines","coronavirus"
"The great reset follows the killing of old people with coronavirus and vaccines","coronavirus"
"The great reset follows the killing of old people with coronavirus and vaccines","The great reset"
"The great reset follows the killing of old people with coronavirus and vaccines","The great reset"
"The great reset follows the killing of old people with coronavirus and vaccines","killing"
"The great reset follows the killing of old people with coronavirus and vaccines","killing"
"The Republic of Moldova will enter financial collapse","financial collapse"
"Spain threatening to exit from the EU","Spain"
"Spain threatening to exit from the EU","Spain"
"Dodon states that Moldovan citizens need a special invitation to enter Russia","special invitation"
"Belarus has kept its sovereignty, as opposed to the Baltic States","the Baltic States"
"Belarus has kept its sovereignty, as opposed to the Baltic States","the Baltic States"
"The sanctions have strengthened Russia's economy, and the EU supports Russophobia in Ukraine and the Baltic States","the Baltic States"
"The sanctions have strengthened Russia's economy, and the EU supports Russophobia in Ukraine and the Baltic States","Russias economy"
"The sanctions have strengthened Russia's economy, and the EU supports Russophobia in Ukraine and the Baltic States","The sanctions"
"Protests in Russia, a show for Western media","Western media"
"Protests in Russia, a show for Western media","Western media"
"Protests in Russia, a show for Western media","Protests"
"Protests in Russia, a show for Western media","Protests"
"Protests in Russia, a show for Western media","show"
"Protests in Russia, a show for Western media","show"
"The Republic of Moldova is a successor state of Stefan cel Mare's Moldova","Stefan cel Mare"
"The Republic of Moldova is a successor state of Stefan cel Mare's Moldova","Mares Moldova"
"The Republic of Moldova is a successor state of Stefan cel Mare's Moldova","successor state"
"The Republic of Moldova is a successor state of Stefan cel Mare's Moldova","Stefan"
"Clotilde Armand withdraws the financing of hospitals in sector 1","Clotilde"
"Clotilde Armand withdraws the financing of hospitals in sector 1","Clotilde"
"Clotilde Armand withdraws the financing of hospitals in sector 1","1"
"Clotilde Armand withdraws the financing of hospitals in sector 1","1"
"Clotilde Armand withdraws the financing of hospitals in sector 1","sector"
"Clotilde Armand withdraws the financing of hospitals in sector 1","sector"
"Clotilde Armand withdraws the financing of hospitals in sector 1","hospitals"
"Clotilde Armand withdraws the financing of hospitals in sector 1","hospitals"
"Clotilde Armand withdraws the financing of hospitals in sector 1","financing"
"Clotilde Armand withdraws the financing of hospitals in sector 1","financing"
"The Biden Administration makes the \""black list\"" of the world -religious religious leaders of the LGBT Agenda","The Biden Administration"
"The Biden Administration makes the \""black list\"" of the world -religious religious leaders of the LGBT Agenda","world -religious religious leaders"
"The Biden Administration makes the \""black list\"" of the world -religious religious leaders of the LGBT Agenda","LGBT Agenda"
"The Biden Administration makes the \""black list\"" of the world -religious religious leaders of the LGBT Agenda","`` black list"
"Ukraine forbids \""Master and Margareta\""","Master and"
"Ukraine forbids \""Master and Margareta\""","Master and"
"The Red Army was just a liberating force","The Red Army"
"The Red Army was just a liberating force","The Red Army"
"The Red Army was just a liberating force","liberating force"
"The Red Army was just a liberating force","liberating force"
"Ukraine punishes the population of Crimea and leaves it without water","water"
"Occult will trigger the water crisis to put on the world government","water"
"Ukraine punishes the population of Crimea and leaves it without water","water"
"Ceausescu was a great leader of sovereign Romania","great leader"
"Ceausescu was a great leader of sovereign Romania","great leader"
"The EU establishes dictatorship by combating black work","black work"
"The EU establishes dictatorship by combating black work","black work"
"NATO wants to invade Kaliningrad and make money for American corporations","Kaliningrad"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","ECHR"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","ECHR"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","Crimea Peninsula"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","Crimea Peninsula"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","Crimea Peninsula"
"ECHR acknowledged that the Crimea Peninsula belongs to Russia","Crimea Peninsula"
"Maia Sandu is a \""virus\"" through which the West wants to destroy the Moldovan state","`` virus"
"Maia Sandu is a \""virus\"" through which the West wants to destroy the Moldovan state","`` virus"
"Maia Sandu tries to subordinate her strength institutions to refrain with opponents","opponents"
"Maia Sandu tries to subordinate her strength institutions to refrain with opponents","opponents"
"Maia Sandu tries to subordinate her strength institutions to refrain with opponents","strength institutions"
"Maia Sandu tries to subordinate her strength institutions to refrain with opponents","strength institutions"
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.","Armenia"
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.","Armenia"
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.","first"
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.","first"
"Maia Sandu gives up the water resources of Moldova","water resources"
"In 2021 the zombie apocalypse comes, but humanity will be saved by robot people and the church","2021"
"In 2021 the zombie apocalypse comes, but humanity will be saved by robot people and the church","robot people"
"In 2021 the zombie apocalypse comes, but humanity will be saved by robot people and the church","zombie apocalypse"
"Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria","the Plan of the Corporation Rand for Destabilization of Transnistria"
"Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria","Destabilization"
"Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria","Corporation Rand"
"Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria","Plan"
"The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe","Soviets"
"The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe","occupation troops"
"The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe","military occupation"
"The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe","The invasion"
"Ukraine is an artificial state and its breakdown will continue","artificial state"
"Ukraine is an artificial state and its breakdown will continue","breakdown"
"Maia Sandu is anti-unionist and repeats Dodon's behavior","Dodons behavior"
"Criticizing the negatists Covid-19, an act of censorship","negatists Covid-19"
"Fewer UN states support Ukraine in the problem of Crimea","problem"
"Fewer UN states support Ukraine in the problem of Crimea","problem"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","puppet"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","puppet"
"Television closed in Moldova for promoting \""traditional family values\""","`` traditional family values"
"Television closed in Moldova for promoting \""traditional family values\""","Television"
"The government in Chisinau undermines the role of the Russian language and violates the rights of national minorities","Republic of Moldova"
"Maia Sandu, the puppet of Soros and the US at the leadership of the Republic of Moldova","Republic of Moldova"
"The Soviets did not invade Eastern Europe with Nazi Germany.The invasion was not followed by military occupation.US keeps occupation troops in Europe","Republic of Moldova"
"Maia Sandu and the Plan of the Corporation Rand for Destabilization of Transnistria","Republic of Moldova"
"Maia Sandu should ask Volodimir Zelenski an exchange of territories between the Republic of Moldova and Ukraine","Republic of Moldova"
"Soros wants to be besieged Russia by capturing the former Soviet states.Moldova and Armenia, its first pawns.","Republic of Moldova"
"Maia Sandu tries to subordinate her strength institutions to refrain with opponents","Republic of Moldova"
"Maia Sandu is a \""virus\"" through which the West wants to destroy the Moldovan state","Republic of Moldova"
"The Russians from the Republic of Moldova, attacked by the Constitutional Court and Maia Sandu","Republic of Moldova"
"The EU establishes dictatorship by combating black work","Republic of Moldova"
"Maia Sandu agreed with Zelenski to attack Transnistria","Republic of Moldova"
"The Republic of Moldova needs an authoritarian leader","Republic of Moldova"
"Discipline \""History of Romanians\"" is discriminatory","Republic of Moldova"
"The special troops of the US, Romania and Moldova are preparing to attack Transnistria","Republic of Moldova"
"Romania and Russia will have a common border after the Russian army occupies a good part of Ukraine","Republic of Moldova"
"Western enemies have access to secret information and influence Chisinau political life","Republic of Moldova"
"Romania threatens the Republic of Moldova, but will not be able to do anything when NATO will abandon it","Republic of Moldova"
"Chisinaul maintains the Transnistrian conflict for the West to remain interested in Moldova","Republic of Moldova"
"Romania replaces its unionist ambassador from Chisinau with a NATO expert","Republic of Moldova"
"NATO pushes Moldova to a war with Russia","Republic of Moldova"
"NATO provides armament to Ukraine through the Republic of Moldova, which thus violates its neutrality","Republic of Moldova"
"The West declared war on the Russian Federation, and Moldova risks having the fate of Ukraine","Republic of Moldova"
"Ukrainian refugees cause disorder in the Republic of Moldova, and Kiev wants to attract Chisinau in the war","Republic of Moldova"
"Russians outside the country are discriminated","Republic of Moldova"
"Ukrainian refugees abuse the hospitality of Moldovans","Republic of Moldova"
"NATO will not defend their members in the event of a conflict with Russia","Republic of Moldova"
"The prohibition of the symbols of the Russian army is an insult brought to the history and values of Moldova","Republic of Moldova"
"Transnistria attacks, organized by the West to attract Moldova to NATO and capture Soviet ammunition","Republic of Moldova"
"Romania concentrates its military forces on borders with the Republic of Moldova and Ukraine","Republic of Moldova"
"Moldova gives up neutrality and is armed for war with Russia","Republic of Moldova"
"The Government of the Republic of Moldova is challenged by the population because it supports Ukraine","Republic of Moldova"
